pokemon_name,pokemon_type,damage_from,from_type
lucario-mega,fighting,2,flying
lucario-mega,fighting,2,psychic
lucario-mega,fighting,1,rock
lucario-mega,steel,1,bug
lucario-mega,steel,1,dragon
lucario-mega,steel,1,fairy
lucario-mega,steel,2,fighting
lucario-mega,steel,2,fire
lucario-mega,steel,1,flying
lucario-mega,steel,1,grass
lucario-mega,steel,2,ground
lucario-mega,steel,1,ice
lucario-mega,steel,1,normal
lucario-mega,steel,0,poison
lucario-mega,steel,1,psychic
lucario-mega,steel,1,rock
lucario-mega,steel,1,steel
ludicolo,grass,2,bug
ludicolo,grass,1,electric
ludicolo,grass,2,fire
ludicolo,grass,2,flying
ludicolo,grass,1,grass
ludicolo,grass,1,ground
ludicolo,grass,2,ice
ludicolo,grass,2,poison
ludicolo,grass,1,water
ludicolo,water,2,electric
ludicolo,water,1,fire
ludicolo,water,2,grass
ludicolo,water,1,ice
ludicolo,water,1,steel
ludicolo,water,1,water
lugia,flying,1,bug
lugia,flying,2,electric
lugia,flying,1,fighting
lugia,flying,1,grass
lugia,flying,0,ground
lugia,flying,2,ice
lugia,flying,2,rock
lugia,psychic,2,bug
lugia,psychic,2,dark
lugia,psychic,1,fighting
lugia,psychic,2,ghost
lugia,psychic,1,psychic
lumineon,water,2,electric
lumineon,water,1,fire
lumineon,water,2,grass
lumineon,water,1,ice
lumineon,water,1,steel
lumineon,water,1,water
lunatone,psychic,2,bug
lunatone,psychic,2,dark
lunatone,psychic,1,fighting
lunatone,psychic,2,ghost
lunatone,psychic,1,psychic
lunatone,rock,2,fighting
lunatone,rock,1,fire
lunatone,rock,1,flying
lunatone,rock,2,grass
lunatone,rock,2,ground
lunatone,rock,1,normal
lunatone,rock,1,poison
lunatone,rock,2,steel
lunatone,rock,2,water
luvdisc,water,2,electric
luvdisc,water,1,fire
luvdisc,water,2,grass
luvdisc,water,1,ice
luvdisc,water,1,steel
luvdisc,water,1,water
luxio,electric,1,electric
luxio,electric,1,flying
luxio,electric,2,ground
luxio,electric,1,steel
luxray,electric,1,electric
luxray,electric,1,flying
luxray,electric,2,ground
luxray,electric,1,steel
machamp,fighting,1,bug
machamp,fighting,1,dark
machamp,fighting,2,fairy
machamp,fighting,2,flying
machamp,fighting,2,psychic
machamp,fighting,1,rock
machoke,fighting,1,bug
machoke,fighting,1,dark
machoke,fighting,2,fairy
machoke,fighting,2,flying
machoke,fighting,2,psychic
machoke,fighting,1,rock
machop,fighting,1,bug
machop,fighting,1,dark
machop,fighting,2,fairy
machop,fighting,2,flying
machop,fighting,2,psychic
machop,fighting,1,rock
magby,fire,1,bug
magby,fire,1,fairy
magby,fire,1,fire
magby,fire,1,grass
magby,fire,2,ground
magby,fire,1,ice
magby,fire,2,rock
magby,fire,1,steel
magby,fire,2,water
magcargo,fire,1,bug
magcargo,fire,1,fairy
magcargo,fire,1,fire
magcargo,fire,1,grass
magcargo,fire,2,ground
magcargo,fire,1,ice
magcargo,fire,2,rock
magcargo,fire,1,steel
magcargo,fire,2,water
magcargo,rock,2,fighting
magcargo,rock,1,fire
magcargo,rock,1,flying
magcargo,rock,2,grass
magcargo,rock,2,ground
magcargo,rock,1,normal
magcargo,rock,1,poison
magcargo,rock,2,steel
magcargo,rock,2,water
magikarp,water,2,electric
magikarp,water,1,fire
magikarp,water,2,grass
magikarp,water,1,ice
magikarp,water,1,steel
magikarp,water,1,water
magmar,fire,1,bug
magmar,fire,1,fairy
magmar,fire,1,fire
magmar,fire,1,grass
magmar,fire,2,ground
magmar,fire,1,ice
magmar,fire,2,rock
magmar,fire,1,steel
magmar,fire,2,water
magmortar,fire,1,bug
magmortar,fire,1,fairy
magmortar,fire,1,fire
magmortar,fire,1,grass
magmortar,fire,2,ground
magmortar,fire,1,ice
magmortar,fire,2,rock
magmortar,fire,1,steel
magmortar,fire,2,water
magnemite,electric,1,electric
magnemite,electric,1,flying
magnemite,electric,2,ground
magnemite,electric,1,steel
magnemite,steel,1,bug
magnemite,steel,1,dragon
magnemite,steel,1,fairy
magnemite,steel,2,fighting
magnemite,steel,2,fire
magnemite,steel,1,flying
magnemite,steel,1,grass
magnemite,steel,2,ground
magnemite,steel,1,ice
magnemite,steel,1,normal
magnemite,steel,0,poison
magnemite,steel,1,psychic
magnemite,steel,1,rock
magnemite,steel,1,steel
magneton,electric,1,electric
magneton,electric,1,flying
magneton,electric,2,ground
magneton,electric,1,steel
magneton,steel,1,bug
magneton,steel,1,dragon
magneton,steel,1,fairy
magneton,steel,2,fighting
magneton,steel,2,fire
magneton,steel,1,flying
magneton,steel,1,grass
magneton,steel,2,ground
magneton,steel,1,ice
magneton,steel,1,normal
magneton,steel,0,poison
magneton,steel,1,psychic
magneton,steel,1,rock
magneton,steel,1,steel
magnezone,electric,1,electric
magnezone,electric,1,flying
magnezone,electric,2,ground
magnezone,electric,1,steel
magnezone,steel,1,bug
magnezone,steel,1,dragon
magnezone,steel,1,fairy
magnezone,steel,2,fighting
magnezone,steel,2,fire
magnezone,steel,1,flying
magnezone,steel,1,grass
magnezone,steel,2,ground
magnezone,steel,1,ice
magnezone,steel,1,normal
magnezone,steel,0,poison
magnezone,steel,1,psychic
magnezone,steel,1,rock
magnezone,steel,1,steel
makuhita,fighting,1,bug
makuhita,fighting,1,dark
makuhita,fighting,2,fairy
makuhita,fighting,2,flying
makuhita,fighting,2,psychic
makuhita,fighting,1,rock
malamar,dark,2,bug
malamar,dark,1,dark
malamar,dark,2,fairy
malamar,dark,2,fighting
malamar,dark,1,ghost
malamar,dark,0,psychic
malamar,psychic,2,bug
malamar,psychic,2,dark
malamar,psychic,1,fighting
malamar,psychic,2,ghost
malamar,psychic,1,psychic
mamoswine,ground,0,electric
mamoswine,ground,2,grass
mamoswine,ground,2,ice
mamoswine,ground,1,poison
mamoswine,ground,1,rock
mamoswine,ground,2,water
mamoswine,ice,2,fighting
mamoswine,ice,2,fire
mamoswine,ice,1,ice
mamoswine,ice,2,rock
mamoswine,ice,2,steel
manaphy,water,2,electric
manaphy,water,1,fire
manaphy,water,2,grass
manaphy,water,1,ice
manaphy,water,1,steel
manaphy,water,1,water
mandibuzz,dark,2,bug
mandibuzz,dark,1,dark
mandibuzz,dark,2,fairy
mandibuzz,dark,2,fighting
mandibuzz,dark,1,ghost
mandibuzz,dark,0,psychic
mandibuzz,flying,1,bug
mandibuzz,flying,2,electric
mandibuzz,flying,1,fighting
mandibuzz,flying,1,grass
mandibuzz,flying,0,ground
mandibuzz,flying,2,ice
mandibuzz,flying,2,rock
manectric,electric,1,electric
manectric,electric,1,flying
manectric,electric,2,ground
manectric,electric,1,steel
manectric-mega,electric,1,electric
manectric-mega,electric,1,flying
manectric-mega,electric,2,ground
manectric-mega,electric,1,steel
mankey,fighting,1,bug
mankey,fighting,1,dark
mankey,fighting,2,fairy
mankey,fighting,2,flying
mankey,fighting,2,psychic
mankey,fighting,1,rock
mantine,flying,1,bug
mantine,flying,2,electric
mantine,flying,1,fighting
mantine,flying,1,grass
mantine,flying,0,ground
mantine,flying,2,ice
mantine,flying,2,rock
mantine,water,2,electric
mantine,water,1,fire
mantine,water,2,grass
mantine,water,1,ice
mantine,water,1,steel
mantine,water,1,water
mantyke,flying,1,bug
mantyke,flying,2,electric
mantyke,flying,1,fighting
mantyke,flying,1,grass
mantyke,flying,0,ground
mantyke,flying,2,ice
mantyke,flying,2,rock
mantyke,water,2,electric
mantyke,water,1,fire
mantyke,water,2,grass
mantyke,water,1,ice
mantyke,water,1,steel
mantyke,water,1,water
maractus,grass,2,bug
maractus,grass,1,electric
maractus,grass,2,fire
maractus,grass,2,flying
maractus,grass,1,grass
maractus,grass,1,ground
maractus,grass,2,ice
maractus,grass,2,poison
maractus,grass,1,water
mareep,electric,1,electric
mareep,electric,1,flying
mareep,electric,2,ground
mareep,electric,1,steel
marill,fairy,1,bug
marill,fairy,1,dark
marill,fairy,0,dragon
marill,fairy,1,fighting
marill,fairy,2,poison
marill,fairy,2,steel
marill,water,2,electric
marill,water,1,fire
marill,water,2,grass
marill,water,1,ice
marill,water,1,steel
marill,water,1,water
marowak,ground,0,electric
marowak,ground,2,grass
marowak,ground,2,ice
marowak,ground,1,poison
marowak,ground,1,rock
marowak,ground,2,water
marowak-alola,fire,1,bug
marowak-alola,fire,1,fairy
marowak-alola,fire,1,fire
marowak-alola,fire,1,grass
marowak-alola,fire,2,ground
marowak-alola,fire,1,ice
marowak-alola,fire,2,rock
marowak-alola,fire,1,steel
marowak-alola,fire,2,water
marowak-alola,ghost,1,bug
marowak-alola,ghost,2,dark
marowak-alola,ghost,0,fighting
marowak-alola,ghost,2,ghost
marowak-alola,ghost,0,normal
marowak-alola,ghost,1,poison
marowak-totem,fire,1,bug
marowak-totem,fire,1,fairy
marowak-totem,fire,1,fire
marowak-totem,fire,1,grass
marowak-totem,fire,2,ground
marowak-totem,fire,1,ice
marowak-totem,fire,2,rock
marowak-totem,fire,1,steel
marowak-totem,fire,2,water
marowak-totem,ghost,1,bug
marowak-totem,ghost,2,dark
marowak-totem,ghost,0,fighting
marowak-totem,ghost,2,ghost
marowak-totem,ghost,0,normal
marowak-totem,ghost,1,poison
marshtomp,ground,0,electric
marshtomp,ground,2,grass
marshtomp,ground,2,ice
marshtomp,ground,1,poison
marshtomp,ground,1,rock
marshtomp,ground,2,water
marshtomp,water,2,electric
marshtomp,water,1,fire
marshtomp,water,2,grass
marshtomp,water,1,ice
marshtomp,water,1,steel
marshtomp,water,1,water
masquerain,bug,1,fighting
masquerain,bug,2,fire
masquerain,bug,2,flying
masquerain,bug,1,grass
masquerain,bug,1,ground
masquerain,bug,2,rock
masquerain,flying,1,bug
masquerain,flying,2,electric
masquerain,flying,1,fighting
masquerain,flying,1,grass
masquerain,flying,0,ground
masquerain,flying,2,ice
masquerain,flying,2,rock
mawile,fairy,1,bug
mawile,fairy,1,dark
mawile,fairy,0,dragon
mawile,fairy,1,fighting
mawile,fairy,2,poison
mawile,fairy,2,steel
mawile,steel,1,bug
mawile,steel,1,dragon
mawile,steel,1,fairy
mawile,steel,2,fighting
mawile,steel,2,fire
mawile,steel,1,flying
mawile,steel,1,grass
mawile,steel,2,ground
mawile,steel,1,ice
mawile,steel,1,normal
mawile,steel,0,poison
mawile,steel,1,psychic
mawile,steel,1,rock
mawile,steel,1,steel
mawile-mega,fairy,1,bug
mawile-mega,fairy,1,dark
mawile-mega,fairy,0,dragon
mawile-mega,fairy,1,fighting
mawile-mega,fairy,2,poison
mawile-mega,fairy,2,steel
mawile-mega,steel,1,bug
mawile-mega,steel,1,dragon
mawile-mega,steel,1,fairy
mawile-mega,steel,2,fighting
mawile-mega,steel,2,fire
mawile-mega,steel,1,flying
mawile-mega,steel,1,grass
mawile-mega,steel,2,ground
mawile-mega,steel,1,ice
mawile-mega,steel,1,normal
mawile-mega,steel,0,poison
mawile-mega,steel,1,psychic
mawile-mega,steel,1,rock
mawile-mega,steel,1,steel
medicham,fighting,1,bug
medicham,fighting,1,dark
medicham,fighting,2,fairy
medicham,fighting,2,flying
medicham,fighting,2,psychic
medicham,fighting,1,rock
medicham,psychic,2,bug
medicham,psychic,2,dark
medicham,psychic,1,fighting
medicham,psychic,2,ghost
medicham,psychic,1,psychic
medicham-mega,fighting,1,bug
medicham-mega,fighting,1,dark
medicham-mega,fighting,2,fairy
medicham-mega,fighting,2,flying
medicham-mega,fighting,2,psychic
medicham-mega,fighting,1,rock
medicham-mega,psychic,2,bug
medicham-mega,psychic,2,dark
medicham-mega,psychic,1,fighting
medicham-mega,psychic,2,ghost
medicham-mega,psychic,1,psychic
meditite,fighting,1,bug
meditite,fighting,1,dark
meditite,fighting,2,fairy
meditite,fighting,2,flying
meditite,fighting,2,psychic
meditite,fighting,1,rock
meditite,psychic,2,bug
meditite,psychic,2,dark
meditite,psychic,1,fighting
meditite,psychic,2,ghost
meditite,psychic,1,psychic
meganium,grass,2,bug
meganium,grass,1,electric
meganium,grass,2,fire
meganium,grass,2,flying
meganium,grass,1,grass
meganium,grass,1,ground
meganium,grass,2,ice
meganium,grass,2,poison
meganium,grass,1,water
meloetta-aria,normal,2,fighting
meloetta-aria,normal,0,ghost
meloetta-aria,psychic,2,bug
meloetta-aria,psychic,2,dark
meloetta-aria,psychic,1,fighting
meloetta-aria,psychic,2,ghost
meloetta-aria,psychic,1,psychic
meloetta-pirouette,fighting,1,bug
meloetta-pirouette,fighting,1,dark
meloetta-pirouette,fighting,2,fairy
meloetta-pirouette,fighting,2,flying
meloetta-pirouette,fighting,2,psychic
meloetta-pirouette,fighting,1,rock
meloetta-pirouette,normal,2,fighting
meloetta-pirouette,normal,0,ghost
meowstic-female,psychic,2,bug
meowstic-female,psychic,2,dark
meowstic-female,psychic,1,fighting
meowstic-female,psychic,2,ghost
meowstic-female,psychic,1,psychic
meowstic-male,psychic,2,bug
meowstic-male,psychic,2,dark
meowstic-male,psychic,1,fighting
meowstic-male,psychic,2,ghost
meowstic-male,psychic,1,psychic
meowth,normal,2,fighting
meowth,normal,0,ghost
meowth-alola,dark,2,bug
meowth-alola,dark,1,dark
meowth-alola,dark,2,fairy
meowth-alola,dark,2,fighting
meowth-alola,dark,1,ghost
meowth-alola,dark,0,psychic
mesprit,psychic,2,bug
mesprit,psychic,2,dark
mesprit,psychic,1,fighting
mesprit,psychic,2,ghost
mesprit,psychic,1,psychic
metagross,psychic,2,bug
metagross,psychic,2,dark
metagross,psychic,1,fighting
metagross,psychic,2,ghost
metagross,psychic,1,psychic
metagross,steel,1,bug
metagross,steel,1,dragon
metagross,steel,1,fairy
metagross,steel,2,fighting
metagross,steel,2,fire
metagross,steel,1,flying
metagross,steel,1,grass
metagross,steel,2,ground
metagross,steel,1,ice
metagross,steel,1,normal
metagross,steel,0,poison
metagross,steel,1,psychic
metagross,steel,1,rock
metagross,steel,1,steel
metagross-mega,psychic,2,bug
metagross-mega,psychic,2,dark
metagross-mega,psychic,1,fighting
metagross-mega,psychic,2,ghost
metagross-mega,psychic,1,psychic
metagross-mega,steel,1,bug
metagross-mega,steel,1,dragon
metagross-mega,steel,1,fairy
metagross-mega,steel,2,fighting
metagross-mega,steel,2,fire
metagross-mega,steel,1,flying
metagross-mega,steel,1,grass
metagross-mega,steel,2,ground
metagross-mega,steel,1,ice
metagross-mega,steel,1,normal
metagross-mega,steel,0,poison
metagross-mega,steel,1,psychic
metagross-mega,steel,1,rock
metagross-mega,steel,1,steel
metang,psychic,2,bug
metang,psychic,2,dark
metang,psychic,1,fighting
metang,psychic,2,ghost
metang,psychic,1,psychic
metang,steel,1,bug
metang,steel,1,dragon
metang,steel,1,fairy
metang,steel,2,fighting
metang,steel,2,fire
metang,steel,1,flying
metang,steel,1,grass
metang,steel,2,ground
metang,steel,1,ice
metang,steel,1,normal
metang,steel,0,poison
metang,steel,1,psychic
metang,steel,1,rock
metang,steel,1,steel
metapod,bug,1,fighting
metapod,bug,2,fire
metapod,bug,2,flying
metapod,bug,1,grass
metapod,bug,1,ground
metapod,bug,2,rock
mew,psychic,2,bug
mew,psychic,2,dark
mew,psychic,1,fighting
mew,psychic,2,ghost
mew,psychic,1,psychic
mewtwo,psychic,2,bug
mewtwo,psychic,2,dark
mewtwo,psychic,1,fighting
mewtwo,psychic,2,ghost
mewtwo,psychic,1,psychic
mewtwo-mega-x,fighting,1,bug
mewtwo-mega-x,fighting,1,dark
mewtwo-mega-x,fighting,2,fairy
mewtwo-mega-x,fighting,2,flying
mewtwo-mega-x,fighting,2,psychic
mewtwo-mega-x,fighting,1,rock
mewtwo-mega-x,psychic,2,bug
mewtwo-mega-x,psychic,2,dark
mewtwo-mega-x,psychic,1,fighting
mewtwo-mega-x,psychic,2,ghost
mewtwo-mega-x,psychic,1,psychic
mewtwo-mega-y,psychic,2,bug
mewtwo-mega-y,psychic,2,dark
mewtwo-mega-y,psychic,1,fighting
mewtwo-mega-y,psychic,2,ghost
mewtwo-mega-y,psychic,1,psychic
mienfoo,fighting,1,bug
mienfoo,fighting,1,dark
mienfoo,fighting,2,fairy
mienfoo,fighting,2,flying
mienfoo,fighting,2,psychic
mienfoo,fighting,1,rock
mienshao,fighting,1,bug
mienshao,fighting,1,dark
mienshao,fighting,2,fairy
mienshao,fighting,2,flying
mienshao,fighting,2,psychic
mienshao,fighting,1,rock
mightyena,dark,2,bug
mightyena,dark,1,dark
mightyena,dark,2,fairy
mightyena,dark,2,fighting
mightyena,dark,1,ghost
mightyena,dark,0,psychic
milotic,water,2,electric
milotic,water,1,fire
milotic,water,2,grass
milotic,water,1,ice
milotic,water,1,steel
milotic,water,1,water
miltank,normal,2,fighting
miltank,normal,0,ghost
mime-jr,fairy,1,bug
mime-jr,fairy,1,dark
mime-jr,fairy,0,dragon
mime-jr,fairy,1,fighting
mime-jr,fairy,2,poison
mime-jr,fairy,2,steel
mime-jr,psychic,2,bug
mime-jr,psychic,2,dark
mime-jr,psychic,1,fighting
mime-jr,psychic,2,ghost
mime-jr,psychic,1,psychic
minccino,normal,2,fighting
minccino,normal,0,ghost
minun,electric,1,electric
minun,electric,1,flying
minun,electric,2,ground
minun,electric,1,steel
misdreavus,ghost,1,bug
misdreavus,ghost,2,dark
misdreavus,ghost,0,fighting
misdreavus,ghost,2,ghost
misdreavus,ghost,0,normal
misdreavus,ghost,1,poison
mismagius,ghost,1,bug
mismagius,ghost,2,dark
mismagius,ghost,0,fighting
mismagius,ghost,2,ghost
mismagius,ghost,0,normal
mismagius,ghost,1,poison
moltres,fire,1,bug
moltres,fire,1,fairy
moltres,fire,1,fire
moltres,fire,1,grass
moltres,fire,2,ground
moltres,fire,1,ice
moltres,fire,2,rock
moltres,fire,1,steel
moltres,fire,2,water
moltres,flying,1,bug
moltres,flying,2,electric
moltres,flying,1,fighting
moltres,flying,1,grass
moltres,flying,0,ground
moltres,flying,2,ice
moltres,flying,2,rock
monferno,fighting,1,bug
monferno,fighting,1,dark
monferno,fighting,2,fairy
monferno,fighting,2,flying
monferno,fighting,2,psychic
monferno,fighting,1,rock
monferno,fire,1,bug
monferno,fire,1,fairy
monferno,fire,1,fire
monferno,fire,1,grass
monferno,fire,2,ground
monferno,fire,1,ice
monferno,fire,2,rock
monferno,fire,1,steel
monferno,fire,2,water
mothim,bug,1,fighting
mothim,bug,2,fire
mothim,bug,2,flying
mothim,bug,1,grass
mothim,bug,1,ground
mothim,bug,2,rock
mothim,flying,1,bug
mothim,flying,2,electric
mothim,flying,1,fighting
mothim,flying,1,grass
mothim,flying,0,ground
mothim,flying,2,ice
mothim,flying,2,rock
mr-mime,fairy,1,bug
mr-mime,fairy,1,dark
mr-mime,fairy,0,dragon
mr-mime,fairy,1,fighting
mr-mime,fairy,2,poison
mr-mime,fairy,2,steel
mr-mime,psychic,2,bug
mr-mime,psychic,2,dark
mr-mime,psychic,1,fighting
mr-mime,psychic,2,ghost
mr-mime,psychic,1,psychic
mudkip,water,2,electric
mudkip,water,1,fire
mudkip,water,2,grass
mudkip,water,1,ice
mudkip,water,1,steel
mudkip,water,1,water
muk,poison,1,bug
muk,poison,1,fairy
muk,poison,1,fighting
muk,poison,1,grass
muk,poison,2,ground
muk,poison,1,poison
muk,poison,2,psychic
muk-alola,dark,2,bug
muk-alola,dark,1,dark
muk-alola,dark,2,fairy
muk-alola,dark,2,fighting
muk-alola,dark,1,ghost
muk-alola,dark,0,psychic
muk-alola,poison,1,bug
muk-alola,poison,1,fairy
muk-alola,poison,1,fighting
muk-alola,poison,1,grass
muk-alola,poison,2,ground
muk-alola,poison,1,poison
muk-alola,poison,2,psychic
munchlax,normal,2,fighting
munchlax,normal,0,ghost
munna,psychic,2,bug
munna,psychic,2,dark
munna,psychic,1,fighting
munna,psychic,2,ghost
munna,psychic,1,psychic
murkrow,dark,2,bug
murkrow,dark,1,dark
murkrow,dark,2,fairy
murkrow,dark,2,fighting
murkrow,dark,1,ghost
murkrow,dark,0,psychic
murkrow,flying,1,bug
murkrow,flying,2,electric
murkrow,flying,1,fighting
murkrow,flying,1,grass
murkrow,flying,0,ground
murkrow,flying,2,ice
murkrow,flying,2,rock
musharna,psychic,2,bug
musharna,psychic,2,dark
musharna,psychic,1,fighting
musharna,psychic,2,ghost
musharna,psychic,1,psychic
natu,flying,1,bug
natu,flying,2,electric
natu,flying,1,fighting
natu,flying,1,grass
natu,flying,0,ground
natu,flying,2,ice
natu,flying,2,rock
natu,psychic,2,bug
natu,psychic,2,dark
natu,psychic,1,fighting
natu,psychic,2,ghost
natu,psychic,1,psychic
nidoking,ground,0,electric
nidoking,ground,2,grass
nidoking,ground,2,ice
nidoking,ground,1,poison
nidoking,ground,1,rock
nidoking,ground,2,water
nidoking,poison,1,bug
nidoking,poison,1,fairy
nidoking,poison,1,fighting
nidoking,poison,1,grass
nidoking,poison,2,ground
nidoking,poison,1,poison
nidoking,poison,2,psychic
nidoqueen,ground,0,electric
nidoqueen,ground,2,grass
nidoqueen,ground,2,ice
nidoqueen,ground,1,poison
nidoqueen,ground,1,rock
nidoqueen,ground,2,water
nidoqueen,poison,1,bug
nidoqueen,poison,1,fairy
nidoqueen,poison,1,fighting
nidoqueen,poison,1,grass
nidoqueen,poison,2,ground
nidoqueen,poison,1,poison
nidoqueen,poison,2,psychic
nidoran-f,poison,1,bug
nidoran-f,poison,1,fairy
nidoran-f,poison,1,fighting
nidoran-f,poison,1,grass
nidoran-f,poison,2,ground
nidoran-f,poison,1,poison
nidoran-f,poison,2,psychic
nidoran-m,poison,1,bug
nidoran-m,poison,1,fairy
nidoran-m,poison,1,fighting
nidoran-m,poison,1,grass
nidoran-m,poison,2,ground
nidoran-m,poison,1,poison
nidoran-m,poison,2,psychic
nidorina,poison,1,bug
nidorina,poison,1,fairy
nidorina,poison,1,fighting
nidorina,poison,1,grass
nidorina,poison,2,ground
nidorina,poison,1,poison
nidorina,poison,2,psychic
nidorino,poison,1,bug
nidorino,poison,1,fairy
nidorino,poison,1,fighting
nidorino,poison,1,grass
nidorino,poison,2,ground
nidorino,poison,1,poison
nidorino,poison,2,psychic
nincada,bug,1,fighting
nincada,bug,2,fire
nincada,bug,2,flying
nincada,bug,1,grass
nincada,bug,1,ground
nincada,bug,2,rock
nincada,ground,0,electric
nincada,ground,2,grass
nincada,ground,2,ice
nincada,ground,1,poison
nincada,ground,1,rock
nincada,ground,2,water
ninetales,fire,1,bug
ninetales,fire,1,fairy
ninetales,fire,1,fire
ninetales,fire,1,grass
ninetales,fire,2,ground
ninetales,fire,1,ice
ninetales,fire,2,rock
ninetales,fire,1,steel
ninetales,fire,2,water
ninetales-alola,fairy,1,bug
ninetales-alola,fairy,1,dark
ninetales-alola,fairy,0,dragon
ninetales-alola,fairy,1,fighting
ninetales-alola,fairy,2,poison
ninetales-alola,fairy,2,steel
ninetales-alola,ice,2,fighting
ninetales-alola,ice,2,fire
ninetales-alola,ice,1,ice
ninetales-alola,ice,2,rock
ninetales-alola,ice,2,steel
ninjask,bug,1,fighting
ninjask,bug,2,fire
ninjask,bug,2,flying
ninjask,bug,1,grass
ninjask,bug,1,ground
ninjask,bug,2,rock
ninjask,flying,1,bug
ninjask,flying,2,electric
ninjask,flying,1,fighting
ninjask,flying,1,grass
ninjask,flying,0,ground
ninjask,flying,2,ice
ninjask,flying,2,rock
noctowl,flying,1,bug
noctowl,flying,2,electric
noctowl,flying,1,fighting
noctowl,flying,1,grass
noctowl,flying,0,ground
noctowl,flying,2,ice
noctowl,flying,2,rock
noctowl,normal,2,fighting
noctowl,normal,0,ghost
noibat,dragon,2,dragon
noibat,dragon,1,electric
noibat,dragon,2,fairy
noibat,dragon,1,fire
noibat,dragon,1,grass
noibat,dragon,2,ice
noibat,dragon,1,water
noibat,flying,1,bug
noibat,flying,2,electric
noibat,flying,1,fighting
noibat,flying,1,grass
noibat,flying,0,ground
noibat,flying,2,ice
noibat,flying,2,rock
noivern,dragon,2,dragon
noivern,dragon,1,electric
noivern,dragon,2,fairy
noivern,dragon,1,fire
noivern,dragon,1,grass
noivern,dragon,2,ice
noivern,dragon,1,water
noivern,flying,1,bug
noivern,flying,2,electric
noivern,flying,1,fighting
noivern,flying,1,grass
noivern,flying,0,ground
noivern,flying,2,ice
noivern,flying,2,rock
nosepass,rock,2,fighting
nosepass,rock,1,fire
nosepass,rock,1,flying
nosepass,rock,2,grass
nosepass,rock,2,ground
nosepass,rock,1,normal
nosepass,rock,1,poison
nosepass,rock,2,steel
nosepass,rock,2,water
numel,fire,1,bug
numel,fire,1,fairy
numel,fire,1,fire
numel,fire,1,grass
numel,fire,2,ground
numel,fire,1,ice
numel,fire,2,rock
numel,fire,1,steel
numel,fire,2,water
numel,ground,0,electric
numel,ground,2,grass
numel,ground,2,ice
numel,ground,1,poison
numel,ground,1,rock
numel,ground,2,water
nuzleaf,dark,2,bug
nuzleaf,dark,1,dark
nuzleaf,dark,2,fairy
nuzleaf,dark,2,fighting
nuzleaf,dark,1,ghost
nuzleaf,dark,0,psychic
nuzleaf,grass,2,bug
nuzleaf,grass,1,electric
nuzleaf,grass,2,fire
nuzleaf,grass,2,flying
nuzleaf,grass,1,grass
nuzleaf,grass,1,ground
nuzleaf,grass,2,ice
nuzleaf,grass,2,poison
nuzleaf,grass,1,water
octillery,water,2,electric
octillery,water,1,fire
octillery,water,2,grass
octillery,water,1,ice
octillery,water,1,steel
octillery,water,1,water
oddish,grass,2,bug
oddish,grass,1,electric
oddish,grass,2,fire
oddish,grass,2,flying
oddish,grass,1,grass
oddish,grass,1,ground
oddish,grass,2,ice
oddish,grass,2,poison
oddish,grass,1,water
oddish,poison,1,bug
oddish,poison,1,fairy
oddish,poison,1,fighting
oddish,poison,1,grass
oddish,poison,2,ground
oddish,poison,1,poison
oddish,poison,2,psychic
omanyte,rock,2,fighting
omanyte,rock,1,fire
omanyte,rock,1,flying
omanyte,rock,2,grass
omanyte,rock,2,ground
omanyte,rock,1,normal
omanyte,rock,1,poison
omanyte,rock,2,steel
omanyte,rock,2,water
omanyte,water,2,electric
omanyte,water,1,fire
omanyte,water,2,grass
omanyte,water,1,ice
omanyte,water,1,steel
omanyte,water,1,water
omastar,rock,2,fighting
omastar,rock,1,fire
omastar,rock,1,flying
omastar,rock,2,grass
omastar,rock,2,ground
omastar,rock,1,normal
omastar,rock,1,poison
omastar,rock,2,steel
omastar,rock,2,water
omastar,water,2,electric
omastar,water,1,fire
omastar,water,2,grass
omastar,water,1,ice
omastar,water,1,steel
omastar,water,1,water
onix,ground,0,electric
onix,ground,2,grass
onix,ground,2,ice
onix,ground,1,poison
onix,ground,1,rock
onix,ground,2,water
onix,rock,2,fighting
onix,rock,1,fire
onix,rock,1,flying
onix,rock,2,grass
onix,rock,2,ground
onix,rock,1,normal
onix,rock,1,poison
onix,rock,2,steel
onix,rock,2,water
oshawott,water,2,electric
oshawott,water,1,fire
oshawott,water,2,grass
oshawott,water,1,ice
oshawott,water,1,steel
oshawott,water,1,water
pachirisu,electric,1,electric
pachirisu,electric,1,flying
pachirisu,electric,2,ground
pachirisu,electric,1,steel
palkia,dragon,2,dragon
palkia,dragon,1,electric
palkia,dragon,2,fairy
palkia,dragon,1,fire
palkia,dragon,1,grass
palkia,dragon,2,ice
palkia,dragon,1,water
palkia,water,2,electric
palkia,water,1,fire
palkia,water,2,grass
palkia,water,1,ice
palkia,water,1,steel
palkia,water,1,water
palpitoad,ground,0,electric
palpitoad,ground,2,grass
palpitoad,ground,2,ice
palpitoad,ground,1,poison
palpitoad,ground,1,rock
palpitoad,ground,2,water
palpitoad,water,2,electric
palpitoad,water,1,fire
palpitoad,water,2,grass
palpitoad,water,1,ice
palpitoad,water,1,steel
palpitoad,water,1,water
pancham,fighting,1,bug
pancham,fighting,1,dark
pancham,fighting,2,fairy
pancham,fighting,2,flying
pancham,fighting,2,psychic
