pokemon_name,pokemon_type,damage_to,to_type
lucario-mega,fighting,2,dark
lucario-mega,fighting,1,fairy
lucario-mega,fighting,1,flying
lucario-mega,fighting,0,ghost
lucario-mega,fighting,2,ice
lucario-mega,fighting,2,normal
lucario-mega,fighting,1,poison
lucario-mega,fighting,1,psychic
lucario-mega,fighting,2,rock
lucario-mega,fighting,2,steel
lucario-mega,steel,1,electric
lucario-mega,steel,2,fairy
lucario-mega,steel,1,fire
lucario-mega,steel,2,ice
lucario-mega,steel,2,rock
lucario-mega,steel,1,steel
lucario-mega,steel,1,water
ludicolo,grass,1,bug
ludicolo,grass,1,dragon
ludicolo,grass,1,fire
ludicolo,grass,1,flying
ludicolo,grass,1,grass
ludicolo,grass,2,ground
ludicolo,grass,1,poison
ludicolo,grass,2,rock
ludicolo,grass,1,steel
ludicolo,grass,2,water
ludicolo,water,1,dragon
ludicolo,water,2,fire
ludicolo,water,1,grass
ludicolo,water,2,ground
ludicolo,water,2,rock
ludicolo,water,1,water
lugia,flying,2,bug
lugia,flying,1,electric
lugia,flying,2,fighting
lugia,flying,2,grass
lugia,flying,1,rock
lugia,flying,1,steel
lugia,psychic,0,dark
lugia,psychic,2,fighting
lugia,psychic,2,poison
lugia,psychic,1,psychic
lugia,psychic,1,steel
lumineon,water,1,dragon
lumineon,water,2,fire
lumineon,water,1,grass
lumineon,water,2,ground
lumineon,water,2,rock
lumineon,water,1,water
lunatone,psychic,0,dark
lunatone,psychic,2,fighting
lunatone,psychic,2,poison
lunatone,psychic,1,psychic
lunatone,psychic,1,steel
lunatone,rock,2,bug
lunatone,rock,1,fighting
lunatone,rock,2,fire
lunatone,rock,2,flying
lunatone,rock,1,ground
lunatone,rock,2,ice
lunatone,rock,1,steel
luvdisc,water,1,dragon
luvdisc,water,2,fire
luvdisc,water,1,grass
luvdisc,water,2,ground
luvdisc,water,2,rock
luvdisc,water,1,water
luxio,electric,1,dragon
luxio,electric,1,electric
luxio,electric,2,flying
luxio,electric,1,grass
luxio,electric,0,ground
luxio,electric,2,water
luxray,electric,1,dragon
luxray,electric,1,electric
luxray,electric,2,flying
luxray,electric,1,grass
luxray,electric,0,ground
luxray,electric,2,water
machamp,fighting,1,bug
machamp,fighting,2,dark
machamp,fighting,1,fairy
machamp,fighting,1,flying
machamp,fighting,0,ghost
machamp,fighting,2,ice
machamp,fighting,2,normal
machamp,fighting,1,poison
machamp,fighting,1,psychic
machamp,fighting,2,rock
machamp,fighting,2,steel
machoke,fighting,1,bug
machoke,fighting,2,dark
machoke,fighting,1,fairy
machoke,fighting,1,flying
machoke,fighting,0,ghost
machoke,fighting,2,ice
machoke,fighting,2,normal
machoke,fighting,1,poison
machoke,fighting,1,psychic
machoke,fighting,2,rock
machoke,fighting,2,steel
machop,fighting,1,bug
machop,fighting,2,dark
machop,fighting,1,fairy
machop,fighting,1,flying
machop,fighting,0,ghost
machop,fighting,2,ice
machop,fighting,2,normal
machop,fighting,1,poison
machop,fighting,1,psychic
machop,fighting,2,rock
machop,fighting,2,steel
magby,fire,2,bug
magby,fire,1,dragon
magby,fire,1,fire
magby,fire,2,grass
magby,fire,2,ice
magby,fire,1,rock
magby,fire,2,steel
magby,fire,1,water
magcargo,fire,2,bug
magcargo,fire,1,dragon
magcargo,fire,1,fire
magcargo,fire,2,grass
magcargo,fire,2,ice
magcargo,fire,1,rock
magcargo,fire,2,steel
magcargo,fire,1,water
magcargo,rock,2,bug
magcargo,rock,1,fighting
magcargo,rock,2,fire
magcargo,rock,2,flying
magcargo,rock,1,ground
magcargo,rock,2,ice
magcargo,rock,1,steel
magikarp,water,1,dragon
magikarp,water,2,fire
magikarp,water,1,grass
magikarp,water,2,ground
magikarp,water,2,rock
magikarp,water,1,water
magmar,fire,2,bug
magmar,fire,1,dragon
magmar,fire,1,fire
magmar,fire,2,grass
magmar,fire,2,ice
magmar,fire,1,rock
magmar,fire,2,steel
magmar,fire,1,water
magmortar,fire,2,bug
magmortar,fire,1,dragon
magmortar,fire,1,fire
magmortar,fire,2,grass
magmortar,fire,2,ice
magmortar,fire,1,rock
magmortar,fire,2,steel
magmortar,fire,1,water
magnemite,electric,1,dragon
magnemite,electric,1,electric
magnemite,electric,2,flying
magnemite,electric,1,grass
magnemite,electric,0,ground
magnemite,electric,2,water
magnemite,steel,1,electric
magnemite,steel,2,fairy
magnemite,steel,1,fire
magnemite,steel,2,ice
magnemite,steel,2,rock
magnemite,steel,1,steel
magnemite,steel,1,water
magneton,electric,1,dragon
magneton,electric,1,electric
magneton,electric,2,flying
magneton,electric,1,grass
magneton,electric,0,ground
magneton,electric,2,water
magneton,steel,1,electric
magneton,steel,2,fairy
magneton,steel,1,fire
magneton,steel,2,ice
magneton,steel,2,rock
magneton,steel,1,steel
magneton,steel,1,water
magnezone,electric,1,dragon
magnezone,electric,1,electric
magnezone,electric,2,flying
magnezone,electric,1,grass
magnezone,electric,0,ground
magnezone,electric,2,water
magnezone,steel,1,electric
magnezone,steel,2,fairy
magnezone,steel,1,fire
magnezone,steel,2,ice
magnezone,steel,2,rock
magnezone,steel,1,steel
magnezone,steel,1,water
makuhita,fighting,1,bug
makuhita,fighting,2,dark
makuhita,fighting,1,fairy
makuhita,fighting,1,flying
makuhita,fighting,0,ghost
makuhita,fighting,2,ice
makuhita,fighting,2,normal
makuhita,fighting,1,poison
makuhita,fighting,1,psychic
makuhita,fighting,2,rock
makuhita,fighting,2,steel
malamar,dark,1,dark
malamar,dark,1,fairy
malamar,dark,1,fighting
malamar,dark,2,ghost
malamar,dark,2,psychic
malamar,psychic,0,dark
malamar,psychic,2,fighting
malamar,psychic,2,poison
malamar,psychic,1,psychic
malamar,psychic,1,steel
mamoswine,ground,1,bug
mamoswine,ground,2,electric
mamoswine,ground,2,fire
mamoswine,ground,0,flying
mamoswine,ground,1,grass
mamoswine,ground,2,poison
mamoswine,ground,2,rock
mamoswine,ground,2,steel
mamoswine,ice,2,dragon
mamoswine,ice,1,fire
mamoswine,ice,2,flying
mamoswine,ice,2,grass
mamoswine,ice,2,ground
mamoswine,ice,1,ice
mamoswine,ice,1,steel
mamoswine,ice,1,water
manaphy,water,1,dragon
manaphy,water,2,fire
manaphy,water,1,grass
manaphy,water,2,ground
manaphy,water,2,rock
manaphy,water,1,water
mandibuzz,dark,1,dark
mandibuzz,dark,1,fairy
mandibuzz,dark,1,fighting
mandibuzz,dark,2,ghost
mandibuzz,dark,2,psychic
mandibuzz,flying,2,bug
mandibuzz,flying,1,electric
mandibuzz,flying,2,fighting
mandibuzz,flying,2,grass
mandibuzz,flying,1,rock
mandibuzz,flying,1,steel
manectric,electric,1,dragon
manectric,electric,1,electric
manectric,electric,2,flying
manectric,electric,1,grass
manectric,electric,0,ground
manectric,electric,2,water
manectric-mega,electric,1,dragon
manectric-mega,electric,1,electric
manectric-mega,electric,2,flying
manectric-mega,electric,1,grass
manectric-mega,electric,0,ground
manectric-mega,electric,2,water
mankey,fighting,1,bug
mankey,fighting,2,dark
mankey,fighting,1,fairy
mankey,fighting,1,flying
mankey,fighting,0,ghost
mankey,fighting,2,ice
mankey,fighting,2,normal
mankey,fighting,1,poison
mankey,fighting,1,psychic
mankey,fighting,2,rock
mankey,fighting,2,steel
mantine,flying,2,bug
mantine,flying,1,electric
mantine,flying,2,fighting
mantine,flying,2,grass
mantine,flying,1,rock
mantine,flying,1,steel
mantine,water,1,dragon
mantine,water,2,fire
mantine,water,1,grass
mantine,water,2,ground
mantine,water,2,rock
mantine,water,1,water
mantyke,flying,2,bug
mantyke,flying,1,electric
mantyke,flying,2,fighting
mantyke,flying,2,grass
mantyke,flying,1,rock
mantyke,flying,1,steel
mantyke,water,1,dragon
mantyke,water,2,fire
mantyke,water,1,grass
mantyke,water,2,ground
mantyke,water,2,rock
mantyke,water,1,water
maractus,grass,1,bug
maractus,grass,1,dragon
maractus,grass,1,fire
maractus,grass,1,flying
maractus,grass,1,grass
maractus,grass,2,ground
maractus,grass,1,poison
maractus,grass,2,rock
maractus,grass,1,steel
maractus,grass,2,water
mareep,electric,1,dragon
mareep,electric,1,electric
mareep,electric,2,flying
mareep,electric,1,grass
mareep,electric,0,ground
mareep,electric,2,water
marill,fairy,2,dark
marill,fairy,2,dragon
marill,fairy,2,fighting
marill,fairy,1,fire
marill,fairy,1,poison
marill,fairy,1,steel
marill,water,1,dragon
marill,water,2,fire
marill,water,1,grass
marill,water,2,ground
marill,water,2,rock
marill,water,1,water
marowak,ground,1,bug
marowak,ground,2,electric
marowak,ground,2,fire
marowak,ground,0,flying
marowak,ground,1,grass
marowak,ground,2,poison
marowak,ground,2,rock
marowak,ground,2,steel
marowak-alola,fire,2,bug
marowak-alola,fire,1,dragon
marowak-alola,fire,1,fire
marowak-alola,fire,2,grass
marowak-alola,fire,2,ice
marowak-alola,fire,1,rock
marowak-alola,fire,2,steel
marowak-alola,fire,1,water
marowak-alola,ghost,1,dark
marowak-alola,ghost,2,ghost
marowak-alola,ghost,0,normal
marowak-alola,ghost,2,psychic
marowak-totem,fire,2,bug
marowak-totem,fire,1,dragon
marowak-totem,fire,1,fire
marowak-totem,fire,2,grass
marowak-totem,fire,2,ice
marowak-totem,fire,1,rock
marowak-totem,fire,2,steel
marowak-totem,fire,1,water
marowak-totem,ghost,1,dark
marowak-totem,ghost,2,ghost
marowak-totem,ghost,0,normal
marowak-totem,ghost,2,psychic
marshtomp,ground,1,bug
marshtomp,ground,2,electric
marshtomp,ground,2,fire
marshtomp,ground,0,flying
marshtomp,ground,1,grass
marshtomp,ground,2,poison
marshtomp,ground,2,rock
marshtomp,ground,2,steel
marshtomp,water,1,dragon
marshtomp,water,2,fire
marshtomp,water,1,grass
marshtomp,water,2,ground
marshtomp,water,2,rock
marshtomp,water,1,water
masquerain,bug,2,dark
masquerain,bug,1,fairy
masquerain,bug,1,fighting
masquerain,bug,1,fire
masquerain,bug,1,flying
masquerain,bug,1,ghost
masquerain,bug,2,grass
masquerain,bug,1,poison
masquerain,bug,2,psychic
masquerain,bug,1,steel
masquerain,flying,2,bug
masquerain,flying,1,electric
masquerain,flying,2,fighting
masquerain,flying,2,grass
masquerain,flying,1,rock
masquerain,flying,1,steel
mawile,fairy,2,dark
mawile,fairy,2,dragon
mawile,fairy,2,fighting
mawile,fairy,1,fire
mawile,fairy,1,poison
mawile,fairy,1,steel
mawile,steel,1,electric
mawile,steel,2,fairy
mawile,steel,1,fire
mawile,steel,2,ice
mawile,steel,2,rock
mawile,steel,1,steel
mawile,steel,1,water
mawile-mega,fairy,2,dark
mawile-mega,fairy,2,dragon
mawile-mega,fairy,2,fighting
mawile-mega,fairy,1,fire
mawile-mega,fairy,1,poison
mawile-mega,fairy,1,steel
mawile-mega,steel,1,electric
mawile-mega,steel,2,fairy
mawile-mega,steel,1,fire
mawile-mega,steel,2,ice
mawile-mega,steel,2,rock
mawile-mega,steel,1,steel
mawile-mega,steel,1,water
medicham,fighting,1,bug
medicham,fighting,2,dark
medicham,fighting,1,fairy
medicham,fighting,1,flying
medicham,fighting,0,ghost
medicham,fighting,2,ice
medicham,fighting,2,normal
medicham,fighting,1,poison
medicham,fighting,1,psychic
medicham,fighting,2,rock
medicham,fighting,2,steel
medicham,psychic,0,dark
medicham,psychic,2,fighting
medicham,psychic,2,poison
medicham,psychic,1,psychic
medicham,psychic,1,steel
medicham-mega,fighting,1,bug
medicham-mega,fighting,2,dark
medicham-mega,fighting,1,fairy
medicham-mega,fighting,1,flying
medicham-mega,fighting,0,ghost
medicham-mega,fighting,2,ice
medicham-mega,fighting,2,normal
medicham-mega,fighting,1,poison
medicham-mega,fighting,1,psychic
medicham-mega,fighting,2,rock
medicham-mega,fighting,2,steel
medicham-mega,psychic,0,dark
medicham-mega,psychic,2,fighting
medicham-mega,psychic,2,poison
medicham-mega,psychic,1,psychic
medicham-mega,psychic,1,steel
meditite,fighting,1,bug
meditite,fighting,2,dark
meditite,fighting,1,fairy
meditite,fighting,1,flying
meditite,fighting,0,ghost
meditite,fighting,2,ice
meditite,fighting,2,normal
meditite,fighting,1,poison
meditite,fighting,1,psychic
meditite,fighting,2,rock
meditite,fighting,2,steel
meditite,psychic,0,dark
meditite,psychic,2,fighting
meditite,psychic,2,poison
meditite,psychic,1,psychic
meditite,psychic,1,steel
meganium,grass,1,bug
meganium,grass,1,dragon
meganium,grass,1,fire
meganium,grass,1,flying
meganium,grass,1,grass
meganium,grass,2,ground
meganium,grass,1,poison
meganium,grass,2,rock
meganium,grass,1,steel
meganium,grass,2,water
meloetta-aria,normal,0,ghost
meloetta-aria,normal,1,rock
meloetta-aria,normal,1,steel
meloetta-aria,psychic,0,dark
meloetta-aria,psychic,2,fighting
meloetta-aria,psychic,2,poison
meloetta-aria,psychic,1,psychic
meloetta-aria,psychic,1,steel
meloetta-pirouette,fighting,1,bug
meloetta-pirouette,fighting,2,dark
meloetta-pirouette,fighting,1,fairy
meloetta-pirouette,fighting,1,flying
meloetta-pirouette,fighting,0,ghost
meloetta-pirouette,fighting,2,ice
meloetta-pirouette,fighting,2,normal
meloetta-pirouette,fighting,1,poison
meloetta-pirouette,fighting,1,psychic
meloetta-pirouette,fighting,2,rock
meloetta-pirouette,fighting,2,steel
meloetta-pirouette,normal,0,ghost
meloetta-pirouette,normal,1,rock
meloetta-pirouette,normal,1,steel
meowstic-female,psychic,0,dark
meowstic-female,psychic,2,fighting
meowstic-female,psychic,2,poison
meowstic-female,psychic,1,psychic
meowstic-female,psychic,1,steel
meowstic-male,psychic,0,dark
meowstic-male,psychic,2,fighting
meowstic-male,psychic,2,poison
meowstic-male,psychic,1,psychic
meowstic-male,psychic,1,steel
meowth,normal,0,ghost
meowth,normal,1,rock
meowth,normal,1,steel
meowth-alola,dark,1,dark
meowth-alola,dark,1,fairy
meowth-alola,dark,1,fighting
meowth-alola,dark,2,ghost
meowth-alola,dark,2,psychic
mesprit,psychic,0,dark
mesprit,psychic,2,fighting
mesprit,psychic,2,poison
mesprit,psychic,1,psychic
mesprit,psychic,1,steel
metagross,psychic,0,dark
metagross,psychic,2,fighting
metagross,psychic,2,poison
metagross,psychic,1,psychic
metagross,psychic,1,steel
metagross,steel,1,electric
metagross,steel,2,fairy
metagross,steel,1,fire
metagross,steel,2,ice
metagross,steel,2,rock
metagross,steel,1,steel
metagross,steel,1,water
metagross-mega,psychic,0,dark
metagross-mega,psychic,2,fighting
metagross-mega,psychic,2,poison
metagross-mega,psychic,1,psychic
metagross-mega,psychic,1,steel
metagross-mega,steel,1,electric
metagross-mega,steel,2,fairy
metagross-mega,steel,1,fire
metagross-mega,steel,2,ice
metagross-mega,steel,2,rock
metagross-mega,steel,1,steel
metagross-mega,steel,1,water
metang,psychic,0,dark
metang,psychic,2,fighting
metang,psychic,2,poison
metang,psychic,1,psychic
metang,psychic,1,steel
metang,steel,1,electric
metang,steel,2,fairy
metang,steel,1,fire
metang,steel,2,ice
metang,steel,2,rock
metang,steel,1,steel
metang,steel,1,water
metapod,bug,2,dark
metapod,bug,1,fairy
metapod,bug,1,fighting
metapod,bug,1,fire
metapod,bug,1,flying
metapod,bug,1,ghost
metapod,bug,2,grass
metapod,bug,1,poison
metapod,bug,2,psychic
metapod,bug,1,steel
mew,psychic,0,dark
mew,psychic,2,fighting
mew,psychic,2,poison
mew,psychic,1,psychic
mew,psychic,1,steel
mewtwo,psychic,0,dark
mewtwo,psychic,2,fighting
mewtwo,psychic,2,poison
mewtwo,psychic,1,psychic
mewtwo,psychic,1,steel
mewtwo-mega-x,fighting,1,bug
mewtwo-mega-x,fighting,2,dark
mewtwo-mega-x,fighting,1,fairy
mewtwo-mega-x,fighting,1,flying
mewtwo-mega-x,fighting,0,ghost
mewtwo-mega-x,fighting,2,ice
mewtwo-mega-x,fighting,2,normal
mewtwo-mega-x,fighting,1,poison
mewtwo-mega-x,fighting,1,psychic
mewtwo-mega-x,fighting,2,rock
mewtwo-mega-x,fighting,2,steel
mewtwo-mega-x,psychic,0,dark
mewtwo-mega-x,psychic,2,fighting
mewtwo-mega-x,psychic,2,poison
mewtwo-mega-x,psychic,1,psychic
mewtwo-mega-x,psychic,1,steel
mewtwo-mega-y,psychic,0,dark
mewtwo-mega-y,psychic,2,fighting
mewtwo-mega-y,psychic,2,poison
mewtwo-mega-y,psychic,1,psychic
mewtwo-mega-y,psychic,1,steel
mienfoo,fighting,1,bug
mienfoo,fighting,2,dark
mienfoo,fighting,1,fairy
mienfoo,fighting,1,flying
mienfoo,fighting,0,ghost
mienfoo,fighting,2,ice
mienfoo,fighting,2,normal
mienfoo,fighting,1,poison
mienfoo,fighting,1,psychic
mienfoo,fighting,2,rock
mienfoo,fighting,2,steel
mienshao,fighting,1,bug
mienshao,fighting,2,dark
mienshao,fighting,1,fairy
mienshao,fighting,1,flying
mienshao,fighting,0,ghost
mienshao,fighting,2,ice
mienshao,fighting,2,normal
mienshao,fighting,1,poison
mienshao,fighting,1,psychic
mienshao,fighting,2,rock
mienshao,fighting,2,steel
mightyena,dark,1,dark
mightyena,dark,1,fairy
mightyena,dark,1,fighting
mightyena,dark,2,ghost
mightyena,dark,2,psychic
milotic,water,1,dragon
milotic,water,2,fire
milotic,water,1,grass
milotic,water,2,ground
milotic,water,2,rock
milotic,water,1,water
miltank,normal,0,ghost
miltank,normal,1,rock
miltank,normal,1,steel
mime-jr,fairy,2,dark
mime-jr,fairy,2,dragon
mime-jr,fairy,2,fighting
mime-jr,fairy,1,fire
mime-jr,fairy,1,poison
mime-jr,fairy,1,steel
mime-jr,psychic,0,dark
mime-jr,psychic,2,fighting
mime-jr,psychic,2,poison
mime-jr,psychic,1,psychic
mime-jr,psychic,1,steel
minccino,normal,0,ghost
minccino,normal,1,rock
minccino,normal,1,steel
minun,electric,1,dragon
minun,electric,1,electric
minun,electric,2,flying
minun,electric,1,grass
minun,electric,0,ground
minun,electric,2,water
misdreavus,ghost,1,dark
misdreavus,ghost,2,ghost
misdreavus,ghost,0,normal
misdreavus,ghost,2,psychic
mismagius,ghost,1,dark
mismagius,ghost,2,ghost
mismagius,ghost,0,normal
mismagius,ghost,2,psychic
moltres,fire,2,bug
moltres,fire,1,dragon
moltres,fire,1,fire
moltres,fire,2,grass
moltres,fire,2,ice
moltres,fire,1,rock
moltres,fire,2,steel
moltres,fire,1,water
moltres,flying,2,bug
moltres,flying,1,electric
moltres,flying,2,fighting
moltres,flying,2,grass
moltres,flying,1,rock
moltres,flying,1,steel
monferno,fighting,1,bug
monferno,fighting,2,dark
monferno,fighting,1,fairy
monferno,fighting,1,flying
monferno,fighting,0,ghost
monferno,fighting,2,ice
monferno,fighting,2,normal
monferno,fighting,1,poison
monferno,fighting,1,psychic
monferno,fighting,2,rock
monferno,fighting,2,steel
monferno,fire,2,bug
monferno,fire,1,dragon
monferno,fire,1,fire
monferno,fire,2,grass
monferno,fire,2,ice
monferno,fire,1,rock
monferno,fire,2,steel
monferno,fire,1,water
mothim,bug,2,dark
mothim,bug,1,fairy
mothim,bug,1,fighting
mothim,bug,1,fire
mothim,bug,1,flying
mothim,bug,1,ghost
mothim,bug,2,grass
mothim,bug,1,poison
mothim,bug,2,psychic
mothim,bug,1,steel
mothim,flying,2,bug
mothim,flying,1,electric
mothim,flying,2,fighting
mothim,flying,2,grass
mothim,flying,1,rock
mothim,flying,1,steel
mr-mime,fairy,2,dark
mr-mime,fairy,2,dragon
mr-mime,fairy,2,fighting
mr-mime,fairy,1,fire
mr-mime,fairy,1,poison
mr-mime,fairy,1,steel
mr-mime,psychic,0,dark
mr-mime,psychic,2,fighting
mr-mime,psychic,2,poison
mr-mime,psychic,1,psychic
mr-mime,psychic,1,steel
mudkip,water,1,dragon
mudkip,water,2,fire
mudkip,water,1,grass
mudkip,water,2,ground
mudkip,water,2,rock
mudkip,water,1,water
muk,poison,2,fairy
muk,poison,1,ghost
muk,poison,2,grass
muk,poison,1,ground
muk,poison,1,poison
muk,poison,1,rock
muk,poison,0,steel
muk-alola,dark,1,dark
muk-alola,dark,1,fairy
muk-alola,dark,1,fighting
muk-alola,dark,2,ghost
muk-alola,dark,2,psychic
muk-alola,poison,2,fairy
muk-alola,poison,1,ghost
muk-alola,poison,2,grass
muk-alola,poison,1,ground
muk-alola,poison,1,poison
muk-alola,poison,1,rock
muk-alola,poison,0,steel
munchlax,normal,0,ghost
munchlax,normal,1,rock
munchlax,normal,1,steel
munna,psychic,0,dark
munna,psychic,2,fighting
munna,psychic,2,poison
munna,psychic,1,psychic
munna,psychic,1,steel
murkrow,dark,1,dark
murkrow,dark,1,fairy
murkrow,dark,1,fighting
murkrow,dark,2,ghost
murkrow,dark,2,psychic
murkrow,flying,2,bug
murkrow,flying,1,electric
murkrow,flying,2,fighting
murkrow,flying,2,grass
murkrow,flying,1,rock
murkrow,flying,1,steel
musharna,psychic,0,dark
musharna,psychic,2,fighting
musharna,psychic,2,poison
musharna,psychic,1,psychic
musharna,psychic,1,steel
natu,flying,2,bug
natu,flying,1,electric
natu,flying,2,fighting
natu,flying,2,grass
natu,flying,1,rock
natu,flying,1,steel
natu,psychic,0,dark
natu,psychic,2,fighting
natu,psychic,2,poison
natu,psychic,1,psychic
natu,psychic,1,steel
nidoking,ground,1,bug
nidoking,ground,2,electric
nidoking,ground,2,fire
nidoking,ground,0,flying
nidoking,ground,1,grass
nidoking,ground,2,poison
nidoking,ground,2,rock
nidoking,ground,2,steel
nidoking,poison,2,fairy
nidoking,poison,1,ghost
nidoking,poison,2,grass
nidoking,poison,1,ground
nidoking,poison,1,poison
nidoking,poison,1,rock
nidoking,poison,0,steel
nidoqueen,ground,1,bug
nidoqueen,ground,2,electric
nidoqueen,ground,2,fire
nidoqueen,ground,0,flying
nidoqueen,ground,1,grass
nidoqueen,ground,2,poison
nidoqueen,ground,2,rock
nidoqueen,ground,2,steel
nidoqueen,poison,2,fairy
nidoqueen,poison,1,ghost
nidoqueen,poison,2,grass
nidoqueen,poison,1,ground
nidoqueen,poison,1,poison
nidoqueen,poison,1,rock
nidoqueen,poison,0,steel
nidoran-f,poison,2,fairy
nidoran-f,poison,1,ghost
nidoran-f,poison,2,grass
nidoran-f,poison,1,ground
nidoran-f,poison,1,poison
nidoran-f,poison,1,rock
nidoran-f,poison,0,steel
nidoran-m,poison,2,fairy
nidoran-m,poison,1,ghost
nidoran-m,poison,2,grass
nidoran-m,poison,1,ground
nidoran-m,poison,1,poison
nidoran-m,poison,1,rock
nidoran-m,poison,0,steel
nidorina,poison,2,fairy
nidorina,poison,1,ghost
nidorina,poison,2,grass
nidorina,poison,1,ground
nidorina,poison,1,poison
nidorina,poison,1,rock
nidorina,poison,0,steel
nidorino,poison,2,fairy
nidorino,poison,1,ghost
nidorino,poison,2,grass
nidorino,poison,1,ground
nidorino,poison,1,poison
nidorino,poison,1,rock
nidorino,poison,0,steel
nincada,bug,2,dark
nincada,bug,1,fairy
nincada,bug,1,fighting
nincada,bug,1,fire
nincada,bug,1,flying
nincada,bug,1,ghost
nincada,bug,2,grass
nincada,bug,1,poison
nincada,bug,2,psychic
nincada,bug,1,steel
nincada,ground,1,bug
nincada,ground,2,electric
nincada,ground,2,fire
nincada,ground,0,flying
nincada,ground,1,grass
nincada,ground,2,poison
nincada,ground,2,rock
nincada,ground,2,steel
ninetales,fire,2,bug
ninetales,fire,1,dragon
ninetales,fire,1,fire
ninetales,fire,2,grass
ninetales,fire,2,ice
ninetales,fire,1,rock
ninetales,fire,2,steel
ninetales,fire,1,water
ninetales-alola,fairy,2,dark
ninetales-alola,fairy,2,dragon
ninetales-alola,fairy,2,fighting
ninetales-alola,fairy,1,fire
ninetales-alola,fairy,1,poison
ninetales-alola,fairy,1,steel
ninetales-alola,ice,2,dragon
ninetales-alola,ice,1,fire
ninetales-alola,ice,2,flying
ninetales-alola,ice,2,grass
ninetales-alola,ice,2,ground
ninetales-alola,ice,1,ice
ninetales-alola,ice,1,steel
ninetales-alola,ice,1,water
ninjask,bug,2,dark
ninjask,bug,1,fairy
ninjask,bug,1,fighting
ninjask,bug,1,fire
ninjask,bug,1,flying
ninjask,bug,1,ghost
ninjask,bug,2,grass
ninjask,bug,1,poison
ninjask,bug,2,psychic
ninjask,bug,1,steel
ninjask,flying,2,bug
ninjask,flying,1,electric
ninjask,flying,2,fighting
ninjask,flying,2,grass
ninjask,flying,1,rock
ninjask,flying,1,steel
noctowl,flying,2,bug
noctowl,flying,1,electric
noctowl,flying,2,fighting
noctowl,flying,2,grass
noctowl,flying,1,rock
noctowl,flying,1,steel
noctowl,normal,0,ghost
noctowl,normal,1,rock
noctowl,normal,1,steel
noibat,dragon,2,dragon
noibat,dragon,0,fairy
noibat,dragon,1,steel
noibat,flying,2,bug
noibat,flying,1,electric
noibat,flying,2,fighting
noibat,flying,2,grass
noibat,flying,1,rock
noibat,flying,1,steel
noivern,dragon,2,dragon
noivern,dragon,0,fairy
noivern,dragon,1,steel
noivern,flying,2,bug
noivern,flying,1,electric
noivern,flying,2,fighting
noivern,flying,2,grass
noivern,flying,1,rock
noivern,flying,1,steel
nosepass,rock,2,bug
nosepass,rock,1,fighting
nosepass,rock,2,fire
nosepass,rock,2,flying
nosepass,rock,1,ground
nosepass,rock,2,ice
nosepass,rock,1,steel
numel,fire,2,bug
numel,fire,1,dragon
numel,fire,1,fire
numel,fire,2,grass
numel,fire,2,ice
numel,fire,1,rock
numel,fire,2,steel
numel,fire,1,water
numel,ground,1,bug
numel,ground,2,electric
numel,ground,2,fire
numel,ground,0,flying
numel,ground,1,grass
numel,ground,2,poison
numel,ground,2,rock
numel,ground,2,steel
nuzleaf,dark,1,dark
nuzleaf,dark,1,fairy
nuzleaf,dark,1,fighting
nuzleaf,dark,2,ghost
nuzleaf,dark,2,psychic
nuzleaf,grass,1,bug
nuzleaf,grass,1,dragon
nuzleaf,grass,1,fire
nuzleaf,grass,1,flying
nuzleaf,grass,1,grass
nuzleaf,grass,2,ground
nuzleaf,grass,1,poison
nuzleaf,grass,2,rock
nuzleaf,grass,1,steel
nuzleaf,grass,2,water
octillery,water,1,dragon
octillery,water,2,fire
octillery,water,1,grass
octillery,water,2,ground
octillery,water,2,rock
octillery,water,1,water
oddish,grass,1,bug
oddish,grass,1,dragon
oddish,grass,1,fire
oddish,grass,1,flying
oddish,grass,1,grass
oddish,grass,2,ground
oddish,grass,1,poison
oddish,grass,2,rock
oddish,grass,1,steel
oddish,grass,2,water
oddish,poison,2,fairy
oddish,poison,1,ghost
oddish,poison,2,grass
oddish,poison,1,ground
oddish,poison,1,poison
oddish,poison,1,rock
oddish,poison,0,steel
omanyte,rock,2,bug
omanyte,rock,1,fighting
omanyte,rock,2,fire
omanyte,rock,2,flying
omanyte,rock,1,ground
omanyte,rock,2,ice
omanyte,rock,1,steel
omanyte,water,1,dragon
omanyte,water,2,fire
omanyte,water,1,grass
omanyte,water,2,ground
omanyte,water,2,rock
omanyte,water,1,water
omastar,rock,2,bug
omastar,rock,1,fighting
omastar,rock,2,fire
omastar,rock,2,flying
omastar,rock,1,ground
omastar,rock,2,ice
omastar,rock,1,steel
omastar,water,1,dragon
omastar,water,2,fire
omastar,water,1,grass
omastar,water,2,ground
omastar,water,2,rock
omastar,water,1,water
onix,ground,1,bug
onix,ground,2,electric
onix,ground,2,fire
onix,ground,0,flying
onix,ground,1,grass
onix,ground,2,poison
onix,ground,2,rock
onix,ground,2,steel
onix,rock,2,bug
onix,rock,1,fighting
onix,rock,2,fire
onix,rock,2,flying
onix,rock,1,ground
onix,rock,2,ice
onix,rock,1,steel
oshawott,water,1,dragon
oshawott,water,2,fire
oshawott,water,1,grass
oshawott,water,2,ground
oshawott,water,2,rock
oshawott,water,1,water
pachirisu,electric,1,dragon
pachirisu,electric,1,electric
pachirisu,electric,2,flying
pachirisu,electric,1,grass
pachirisu,electric,0,ground
